user_id,post_count,gini_coefficient,shannon_entropy,top1_ratio,top2_ratio,dominant_topic,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11
mr_clampin,113,0.715050,2.107372,0.541464,0.752410,10,0.017040,0.008452,0.016040,0.048218,0.102639,0.015035,0.009377,0.008567,0.210946,0.005238,0.541464,0.016984
lazykstafford,236,0.714794,2.123902,0.473224,0.690721,8,0.015370,0.007834,0.029146,0.016379,0.197639,0.020246,0.010967,0.004147,0.473224,0.003649,0.217497,0.003902
gwennythot,38,0.714067,2.144202,0.396428,0.714742,4,0.007413,0.010818,0.041556,0.031024,0.396428,0.005687,0.003466,0.004390,0.318314,0.003815,0.170190,0.006899
paolakinck,25,0.714037,2.164858,0.450747,0.736582,4,0.009280,0.007434,0.011593,0.005345,0.450747,0.022554,0.039056,0.029225,0.285835,0.003172,0.131434,0.004326
roscoe_riddle,1,0.713915,2.118739,0.465142,0.717878,8,0.013047,0.012639,0.026282,0.018030,0.175423,0.009629,0.007081,0.005443,0.465142,0.007794,0.252736,0.006753
samirgooden,37,0.713878,2.134980,0.399565,0.738924,4,0.010641,0.017344,0.037495,0.019894,0.399565,0.006266,0.010030,0.002566,0.339359,0.004738,0.147159,0.004942
clydedaws0n,1,0.713570,2.168914,0.412206,0.680371,10,0.053822,0.004531,0.009564,0.006455,0.183151,0.003452,0.051490,0.001951,0.268165,0.002794,0.412206,0.002421
notritahart,122,0.713422,2.124681,0.533134,0.742790,10,0.015342,0.009221,0.015811,0.045239,0.114699,0.013787,0.009358,0.008052,0.209655,0.005129,0.533134,0.020573
austinlovesbeer,7,0.713140,2.144961,0.365691,0.706956,10,0.053275,0.004115,0.016588,0.011931,0.174039,0.003135,0.022486,0.001772,0.341265,0.002815,0.365691,0.002887
archieolivers,9,0.713022,2.173917,0.462184,0.674970,4,0.045015,0.003942,0.013937,0.005617,0.462184,0.040735,0.002208,0.001698,0.212787,0.017807,0.188245,0.005825
agnesgrhm,1,0.711957,2.113752,0.534837,0.672258,8,0.118221,0.009896,0.020752,0.014092,0.136048,0.007539,0.005544,0.004262,0.534837,0.006102,0.137420,0.005287
johnievogue,10,0.711904,2.136470,0.431219,0.733603,4,0.008036,0.006201,0.023652,0.008837,0.431218,0.016999,0.003474,0.007187,0.302384,0.023293,0.156573,0.012146
batonrougevoice,93,0.711851,2.164483,0.429319,0.680301,4,0.008007,0.009380,0.250982,0.012558,0.429319,0.009344,0.010819,0.003702,0.185574,0.002643,0.074631,0.003041
youjustctrlc,36,0.711476,2.159586,0.414481,0.707818,4,0.014019,0.015865,0.029194,0.031708,0.414481,0.005802,0.003734,0.004440,0.293337,0.006374,0.177486,0.003561
iiddaamarks,47,0.711425,2.162303,0.423153,0.724002,4,0.017462,0.011041,0.037773,0.019835,0.423153,0.017253,0.003986,0.004571,0.300850,0.003835,0.155852,0.004390
acejinev,40,0.711405,2.150842,0.410724,0.730375,4,0.028299,0.014218,0.024463,0.019280,0.410724,0.009587,0.003789,0.002913,0.319651,0.008525,0.154938,0.003614
logan_whatsup,64,0.711071,2.183314,0.432853,0.720039,8,0.023916,0.008364,0.046141,0.026025,0.147145,0.008778,0.004371,0.008140,0.432854,0.003579,0.287185,0.003503
gvardeykalena,10,0.710715,2.167063,0.461966,0.746256,4,0.008466,0.008203,0.020483,0.011684,0.461966,0.006249,0.024088,0.043014,0.284290,0.009382,0.117794,0.004383
chaneutral,2,0.710463,2.133505,0.413489,0.646547,4,0.007757,0.007516,0.233059,0.010710,0.413488,0.005726,0.004211,0.003237,0.230309,0.004634,0.075337,0.004016
riogithief,3,0.710459,2.187824,0.437121,0.653682,8,0.183197,0.005053,0.010547,0.007200,0.096355,0.033141,0.002831,0.002176,0.437121,0.003116,0.216560,0.002700
michellearry,247,0.710322,2.169506,0.489874,0.713566,8,0.017054,0.010506,0.037393,0.019153,0.223691,0.025143,0.010199,0.005416,0.489874,0.005136,0.152497,0.003936
todaymiami,68,0.710101,2.180548,0.427971,0.696885,4,0.009604,0.011994,0.155863,0.013947,0.427971,0.004892,0.004168,0.005807,0.268914,0.003959,0.085128,0.007753
ilovesarahrich,46,0.709952,2.119505,0.360815,0.704255,4,0.022834,0.009055,0.027099,0.017956,0.360815,0.005423,0.004610,0.003675,0.343440,0.003942,0.197736,0.003416
jasper_fly,93,0.709784,2.113609,0.553564,0.740078,10,0.020031,0.015419,0.020112,0.033303,0.117096,0.013196,0.009192,0.005512,0.186514,0.006712,0.553564,0.019349
chesplayschess,13,0.709256,2.190147,0.467227,0.698021,4,0.029815,0.009864,0.009290,0.006543,0.467227,0.051204,0.004927,0.014482,0.230794,0.003099,0.163329,0.009427
eliasbrick,39,0.709060,2.158784,0.403640,0.688106,4,0.013529,0.009169,0.031126,0.027040,0.403640,0.012158,0.004710,0.002657,0.284466,0.003804,0.202734,0.004967
verrellportier,3,0.708927,2.197491,0.488162,0.705364,6,0.009673,0.009167,0.047481,0.011667,0.103896,0.004029,0.488162,0.002277,0.217202,0.010569,0.093051,0.002825
jery_robertsyo,53,0.708660,2.131687,0.385081,0.715787,4,0.014746,0.009142,0.032590,0.013472,0.385080,0.006230,0.005088,0.006959,0.330707,0.004339,0.182702,0.008945
erofeenkoanton,10,0.708653,2.194105,0.428461,0.728149,4,0.016836,0.007708,0.056705,0.010985,0.428461,0.005872,0.010849,0.003320,0.299688,0.024558,0.130900,0.004118
mil0blake,196,0.708590,2.150174,0.465346,0.678089,8,0.021361,0.006596,0.026948,0.009987,0.212743,0.023952,0.012551,0.005732,0.465346,0.004685,0.206139,0.003960
corynaenae,10,0.708096,2.193656,0.434483,0.729916,4,0.043852,0.005613,0.023970,0.008005,0.434483,0.023822,0.005840,0.002417,0.295434,0.023114,0.130450,0.002999
todaycincinnati,72,0.708014,2.184266,0.418535,0.671907,4,0.007829,0.009941,0.163779,0.016002,0.418535,0.004719,0.004128,0.002668,0.253372,0.004375,0.109989,0.004662
todaynycity,45,0.707936,2.171888,0.403903,0.738602,8,0.010580,0.019373,0.061385,0.013577,0.334698,0.007887,0.006468,0.007005,0.403903,0.006445,0.124966,0.003711
kotovamarys,15,0.707720,2.141708,0.409023,0.767555,4,0.017660,0.012303,0.017146,0.030075,0.409023,0.006253,0.009272,0.003535,0.358532,0.025402,0.106414,0.004385
jenn_abrams,182,0.707645,2.123902,0.383674,0.688992,8,0.011038,0.013115,0.030099,0.012394,0.305317,0.006963,0.005568,0.004316,0.383674,0.004793,0.216363,0.006358
damanimiles,13,0.707490,2.195664,0.436340,0.711009,4,0.019995,0.008860,0.051478,0.012625,0.436340,0.012279,0.006666,0.002302,0.274669,0.015294,0.155414,0.004078
stanleyparris,52,0.707469,2.127388,0.361774,0.675403,4,0.014591,0.009396,0.038032,0.013023,0.361774,0.004749,0.005755,0.002685,0.313629,0.003844,0.227262,0.005260
johnnymarch_,9,0.707377,2.175865,0.372937,0.692090,4,0.012254,0.012128,0.065169,0.017522,0.372937,0.005263,0.003870,0.002975,0.319154,0.004260,0.180776,0.003691
queenofthewo,111,0.707321,2.139132,0.536222,0.737713,10,0.015734,0.013171,0.017461,0.041605,0.117152,0.015411,0.009820,0.009897,0.201491,0.003584,0.536222,0.018452
melvinsroberts,92,0.707198,2.120335,0.544350,0.743313,10,0.017442,0.011365,0.014742,0.027318,0.118761,0.016003,0.008900,0.011247,0.198962,0.006739,0.544350,0.024171
cassishere,38,0.707076,2.163135,0.479413,0.744591,4,0.034216,0.012479,0.011829,0.005205,0.479413,0.011280,0.018859,0.020487,0.265178,0.006879,0.124009,0.010167
adamchapmanjr,9,0.707048,2.171267,0.371547,0.728383,4,0.023728,0.004204,0.038081,0.005997,0.371547,0.032830,0.002355,0.005892,0.356837,0.010807,0.144782,0.002941
georevieweurope,1,0.707027,2.115601,0.377720,0.715148,4,0.011449,0.011093,0.023155,0.015810,0.377720,0.008451,0.006214,0.004777,0.337428,0.006840,0.191135,0.005927
randolphburrr,46,0.706698,2.111188,0.353127,0.681375,4,0.015286,0.007398,0.027882,0.013388,0.353127,0.009246,0.003772,0.003062,0.328247,0.006497,0.228498,0.003598
giselleevns,93,0.706526,2.119444,0.523963,0.717179,10,0.018146,0.013353,0.014365,0.021754,0.159255,0.015120,0.008868,0.003833,0.193216,0.010425,0.523963,0.017702
taraformation,8,0.706501,2.224589,0.449316,0.716493,4,0.073474,0.023374,0.048512,0.007226,0.449316,0.003860,0.009524,0.005932,0.267177,0.003124,0.105776,0.002707
imissobama,56,0.706357,2.170887,0.381987,0.715523,4,0.013397,0.013955,0.033457,0.028463,0.381987,0.013562,0.003522,0.002610,0.333536,0.004058,0.167151,0.004303
errivvvvers,29,0.706068,2.166980,0.379632,0.701023,4,0.010260,0.025994,0.030366,0.019333,0.379632,0.010222,0.003969,0.003051,0.321391,0.004369,0.187627,0.003785
westernwindwes,150,0.706032,2.174120,0.465299,0.682201,8,0.022690,0.007630,0.019093,0.010647,0.216902,0.033394,0.014226,0.004546,0.465299,0.004922,0.195073,0.005578
jon_underwood_,1,0.705842,2.109500,0.362624,0.722906,10,0.011445,0.011090,0.023059,0.015791,0.183509,0.008448,0.006212,0.004776,0.360282,0.006838,0.362624,0.005925
handsome_henson,1,0.705803,2.148351,0.538123,0.667307,8,0.082918,0.006924,0.014397,0.009859,0.129184,0.080625,0.003879,0.002982,0.538123,0.004269,0.123142,0.003699
onlinememphis,24,0.705637,2.175182,0.362732,0.711935,8,0.008023,0.011641,0.077953,0.017977,0.349203,0.007464,0.004355,0.003348,0.362732,0.004793,0.148356,0.004153
kathiemrr,122,0.705618,2.153744,0.526063,0.741525,10,0.015232,0.009469,0.019341,0.042563,0.112177,0.018197,0.011091,0.010690,0.215462,0.005353,0.526063,0.014362
imapharrelfake,47,0.705309,2.103205,0.368432,0.689441,4,0.019768,0.007396,0.014390,0.012837,0.368432,0.008742,0.005593,0.004199,0.321009,0.006360,0.224614,0.006658
peytoncashout,33,0.705297,2.142945,0.368161,0.703956,8,0.010155,0.007116,0.030463,0.021425,0.335794,0.010795,0.007005,0.004100,0.368161,0.007064,0.194120,0.003802
bydrbre_,1,0.705277,2.196797,0.428260,0.677654,4,0.007711,0.007471,0.015554,0.010645,0.428260,0.005692,0.004185,0.003217,0.145205,0.249394,0.118675,0.003992
houstontopnews,39,0.705250,2.199981,0.436715,0.728988,4,0.012560,0.014311,0.064853,0.018475,0.436715,0.012365,0.007062,0.005032,0.292273,0.007052,0.124255,0.005046
claypaigeboo,10,0.705223,2.192778,0.383718,0.703163,4,0.018901,0.009038,0.099097,0.010907,0.383718,0.005827,0.004285,0.003294,0.319446,0.004717,0.136685,0.004087
micparrish,92,0.704882,2.203005,0.455152,0.723399,8,0.017461,0.007825,0.041404,0.026800,0.139187,0.014128,0.005281,0.012607,0.455152,0.007019,0.268247,0.004889
evagreen69,224,0.704780,2.171544,0.474386,0.677601,8,0.016582,0.009256,0.030383,0.017467,0.203215,0.024218,0.012994,0.004144,0.474386,0.005391,0.198145,0.003818
entatjanamax,30,0.704655,2.139939,0.390525,0.761974,4,0.015783,0.011132,0.020992,0.018654,0.390525,0.005948,0.026687,0.004502,0.371449,0.009777,0.119510,0.005041
priceforpierce,157,0.704144,2.182024,0.457330,0.672796,8,0.020438,0.006824,0.021305,0.012122,0.215466,0.036301,0.011909,0.004999,0.457330,0.005092,0.203723,0.004491
mihanovikov,14,0.704045,2.181247,0.400833,0.732859,8,0.019064,0.008933,0.018700,0.028741,0.332027,0.006805,0.005004,0.003847,0.400833,0.027682,0.143592,0.004773
sternandreas404,34,0.703922,2.130265,0.575672,0.695919,9,0.068184,0.016862,0.017719,0.014490,0.116931,0.012441,0.003570,0.001309,0.120247,0.575672,0.039014,0.013562
jadonhutchinson,51,0.703673,2.171437,0.386163,0.719591,4,0.011963,0.012434,0.039928,0.017007,0.386164,0.003954,0.005592,0.007355,0.333427,0.010665,0.164819,0.006691
hiimkhloe,247,0.703429,2.219623,0.410474,0.709073,8,0.009049,0.010924,0.027976,0.088535,0.126464,0.005975,0.007286,0.003841,0.410474,0.007120,0.298599,0.003758
cookiiieeessss,12,0.703349,2.219513,0.434548,0.695423,4,0.036936,0.026127,0.033458,0.019812,0.434548,0.005774,0.004246,0.003264,0.260875,0.004673,0.166238,0.004049
nataturn,12,0.703073,2.222135,0.490395,0.673148,8,0.030089,0.007841,0.070011,0.031031,0.182752,0.029527,0.002486,0.001631,0.490395,0.003135,0.149282,0.001820
stlouisonline,76,0.703040,2.200288,0.402882,0.670665,4,0.011676,0.009296,0.173882,0.011232,0.402882,0.004633,0.004542,0.003899,0.267783,0.005042,0.099674,0.005460
dailysandiego,54,0.702467,2.190997,0.394405,0.649519,4,0.007740,0.007865,0.215813,0.014023,0.394405,0.004990,0.009114,0.002379,0.255115,0.003712,0.078307,0.006538
vasilichvasili,18,0.702368,2.219173,0.475437,0.722769,4,0.021753,0.011956,0.063283,0.021990,0.475437,0.005883,0.008503,0.012570,0.247332,0.004762,0.117869,0.008663
jassscott,41,0.702270,2.154554,0.409841,0.745495,4,0.018896,0.009431,0.023182,0.017247,0.409841,0.011604,0.010486,0.005300,0.335655,0.010781,0.141073,0.006506
blacktolive,93,0.702040,2.173545,0.421262,0.695847,8,0.014539,0.015919,0.029118,0.015115,0.274585,0.005790,0.007187,0.006723,0.421263,0.010042,0.193732,0.005989
gallowayeliana,12,0.701913,2.193259,0.378649,0.691487,4,0.028317,0.008823,0.037597,0.009883,0.378649,0.005286,0.003887,0.014483,0.312838,0.004278,0.190757,0.005202
jaedenmassey,1,0.701554,2.176896,0.511385,0.663274,8,0.011465,0.011109,0.023394,0.136307,0.151889,0.008463,0.006223,0.004784,0.511385,0.006850,0.122194,0.005935
screamymonkey,105,0.701529,2.174529,0.346515,0.692386,8,0.007870,0.009975,0.182729,0.015389,0.345871,0.005646,0.004822,0.004648,0.346515,0.006908,0.066056,0.003570
dallastopnews,24,0.701440,2.186580,0.390269,0.744396,4,0.020054,0.019952,0.035031,0.025355,0.390269,0.006956,0.005115,0.003932,0.354127,0.009670,0.124660,0.004879
blk_voice,41,0.701322,2.226481,0.473045,0.686107,8,0.009817,0.018881,0.025011,0.055538,0.213062,0.005738,0.006018,0.019268,0.473045,0.004644,0.163331,0.005647
willisbonnerr,133,0.701301,2.176556,0.336108,0.670375,10,0.005410,0.013194,0.018919,0.206157,0.065474,0.004883,0.005760,0.002650,0.334267,0.002474,0.336108,0.004704
blacknewsoutlet,39,0.701184,2.216108,0.452902,0.690087,8,0.012388,0.007254,0.032969,0.039409,0.237185,0.007794,0.011736,0.013553,0.452902,0.006153,0.174781,0.003876
stanley_cox_,15,0.700949,2.223587,0.400227,0.701758,4,0.060305,0.008743,0.012021,0.008205,0.400227,0.025781,0.003226,0.008581,0.301531,0.003550,0.158257,0.009573
travisrespek,41,0.700930,2.177447,0.361725,0.688096,4,0.016648,0.012012,0.033176,0.023153,0.361725,0.006171,0.004999,0.002667,0.326371,0.006104,0.201932,0.005043
detroitdailynew,65,0.700871,2.225354,0.440277,0.691001,4,0.009196,0.013540,0.116844,0.020328,0.440277,0.005164,0.005479,0.003104,0.250725,0.009562,0.119764,0.006018
daileyjadon,87,0.700768,2.163110,0.534087,0.732081,10,0.023245,0.010898,0.018904,0.031391,0.120819,0.019136,0.011993,0.006913,0.197994,0.006005,0.534087,0.018614
taisiaavdeeva,19,0.700567,2.192431,0.390735,0.733152,4,0.011760,0.012499,0.027615,0.011157,0.390735,0.021811,0.004386,0.003372,0.342416,0.029583,0.140485,0.004183
jeanuttella,12,0.700333,2.228113,0.415493,0.728933,4,0.050540,0.005967,0.024782,0.023026,0.415493,0.004545,0.016268,0.002570,0.313439,0.003679,0.121758,0.017932
klara_sauber,44,0.700248,2.160265,0.567478,0.695645,9,0.072434,0.017427,0.015773,0.016794,0.128167,0.007873,0.007742,0.001474,0.107435,0.567478,0.045962,0.011441
lagonehoe,36,0.700156,2.163220,0.361057,0.695978,4,0.014728,0.008345,0.029351,0.019644,0.361057,0.007217,0.009163,0.004156,0.334921,0.008130,0.199693,0.003595
scottgohard,30,0.700096,2.120461,0.343307,0.679759,8,0.012263,0.013004,0.023321,0.013413,0.230913,0.007170,0.005272,0.004053,0.343307,0.005803,0.336452,0.005029
christinapool61,7,0.699779,2.224496,0.514773,0.702236,9,0.187463,0.032892,0.014693,0.004480,0.115067,0.004109,0.005419,0.001355,0.059207,0.514773,0.031231,0.029311
malloryjared,215,0.698998,2.232211,0.404805,0.697384,8,0.008151,0.012166,0.019652,0.093196,0.138498,0.005474,0.008248,0.006114,0.404805,0.007066,0.292579,0.004053
kaydenmelton,8,0.698746,2.228002,0.372014,0.706202,8,0.044342,0.008022,0.054306,0.011432,0.334188,0.010455,0.004494,0.003455,0.372014,0.004946,0.148059,0.004286
krasilnikovbor,10,0.698394,2.204957,0.406063,0.750552,4,0.014415,0.007410,0.026560,0.010561,0.406063,0.005646,0.028587,0.003191,0.344488,0.036546,0.107094,0.009438
heyits_toby,207,0.697587,2.200673,0.513262,0.702463,8,0.017982,0.012362,0.034467,0.021892,0.189202,0.027353,0.010383,0.009795,0.513262,0.007153,0.150201,0.005947
leecory,1,0.697385,2.175519,0.380643,0.702660,4,0.013025,0.012619,0.026418,0.017969,0.380643,0.009613,0.007069,0.005434,0.322017,0.007781,0.190669,0.006742
sergeev_tolik,10,0.697209,2.204744,0.407521,0.746611,4,0.031780,0.018123,0.017643,0.011959,0.407521,0.006394,0.027382,0.003614,0.339090,0.014896,0.117113,0.004484
dailylosangeles,29,0.697061,2.262575,0.444364,0.721422,8,0.023687,0.012466,0.067007,0.042598,0.277058,0.005179,0.003809,0.002928,0.444364,0.015682,0.098219,0.007004
johnbranchh,177,0.696810,2.252209,0.435470,0.708161,8,0.010105,0.018551,0.028595,0.061816,0.136302,0.006617,0.007654,0.008381,0.435470,0.008362,0.272691,0.005455
rosieonfleek,30,0.696759,2.196491,0.384565,0.711018,4,0.023570,0.008498,0.022295,0.021790,0.384565,0.005430,0.010404,0.006369,0.326453,0.014046,0.172770,0.003809
mrmoraan,37,0.696666,2.188819,0.370156,0.705419,4,0.009692,0.017066,0.022085,0.026544,0.370156,0.006363,0.007695,0.003146,0.335263,0.012379,0.182425,0.007186
jeblary2016,53,0.696629,2.159722,0.402672,0.656168,8,0.008832,0.016559,0.022082,0.014176,0.253496,0.012008,0.006959,0.005120,0.402672,0.004795,0.243804,0.009497
hunteroddddom,33,0.696441,2.148546,0.345553,0.672615,4,0.019682,0.006773,0.021833,0.017187,0.345553,0.006640,0.003794,0.008259,0.327063,0.005649,0.231755,0.005811
romanagafonovv,10,0.695617,2.249037,0.422513,0.727532,4,0.018518,0.008725,0.058893,0.012431,0.422513,0.006647,0.004888,0.017521,0.305019,0.024857,0.115325,0.004662
boriseleseev,8,0.695499,2.253827,0.393364,0.706947,4,0.014592,0.008058,0.098743,0.011483,0.393364,0.006138,0.030648,0.003470,0.313583,0.004968,0.110647,0.004305
nj_blacknews,12,0.695335,2.193679,0.386661,0.666265,8,0.007735,0.023783,0.019245,0.017922,0.279604,0.018842,0.004198,0.003227,0.386661,0.010711,0.224067,0.004004
jeannemccarthy0,176,0.695312,2.242693,0.470385,0.672437,8,0.018024,0.010067,0.039744,0.021505,0.202052,0.031522,0.018478,0.003791,0.470385,0.003526,0.178187,0.002718
skatewake1994,15,0.695270,2.207515,0.353027,0.678208,4,0.008796,0.008522,0.069933,0.012139,0.353027,0.006492,0.004774,0.010900,0.325182,0.005255,0.190427,0.004553
internalmemer,35,0.694911,2.193453,0.405007,0.673478,4,0.013166,0.012666,0.024015,0.021554,0.405007,0.005298,0.011556,0.006251,0.268471,0.010690,0.216474,0.004853
mwiqcen,1,0.694887,2.247386,0.437441,0.642386,1,0.010208,0.437441,0.020567,0.014112,0.204945,0.007535,0.005541,0.004260,0.191476,0.006099,0.092531,0.005285
gorelkinnn,1,0.694887,2.247386,0.437441,0.642385,1,0.010208,0.437441,0.020567,0.014112,0.204944,0.007535,0.005541,0.004260,0.191477,0.006099,0.092531,0.005285
shikarnoel,1,0.694885,2.247387,0.437442,0.642376,1,0.010208,0.437442,0.020567,0.014112,0.204935,0.007535,0.005541,0.004260,0.191486,0.006099,0.092531,0.005285
jorda_morgan,1,0.694884,2.247388,0.437442,0.642367,1,0.010208,0.437442,0.020567,0.014112,0.204925,0.007535,0.005541,0.004260,0.191495,0.006099,0.092531,0.005285
lmarinays,1,0.694883,2.247388,0.437442,0.642361,1,0.010208,0.437442,0.020567,0.014112,0.204919,0.007535,0.005541,0.004260,0.191501,0.006099,0.092531,0.005285
moda_barina,1,0.694868,2.247396,0.437446,0.642273,1,0.010208,0.437446,0.020567,0.014112,0.204827,0.007535,0.005541,0.004260,0.191588,0.006099,0.092532,0.005285
brianaregland,105,0.694641,2.185133,0.333507,0.648569,10,0.014856,0.010804,0.016575,0.047159,0.240063,0.002850,0.005646,0.005740,0.315062,0.003747,0.333507,0.003990
alexsvladimirov,8,0.694355,2.240202,0.378534,0.729711,4,0.008245,0.007988,0.082661,0.011393,0.378534,0.033095,0.004475,0.003440,0.351177,0.020702,0.094022,0.004268
razvedchica_,15,0.694212,2.225680,0.435509,0.745539,4,0.008484,0.008221,0.017156,0.026073,0.435509,0.006263,0.017600,0.033005,0.310030,0.025456,0.107812,0.004392
bogdankravcov,13,0.694043,2.240224,0.427077,0.727421,4,0.007473,0.007241,0.015115,0.038337,0.427077,0.018600,0.024396,0.008343,0.300345,0.019339,0.129866,0.003869
blmsoldier,39,0.693566,2.253322,0.378553,0.712149,4,0.019265,0.021884,0.046714,0.028814,0.378553,0.011514,0.003178,0.002443,0.333596,0.006706,0.142042,0.005291
sanantotopnews,48,0.693388,2.236148,0.375838,0.699079,4,0.009654,0.011234,0.128350,0.013306,0.375838,0.012739,0.004304,0.006180,0.323240,0.006175,0.104874,0.004105
ryanmaxwell_1,197,0.693329,2.246460,0.466583,0.668739,8,0.021715,0.012020,0.037909,0.019595,0.202155,0.029401,0.014189,0.004871,0.466583,0.003164,0.184713,0.003684
chernenkonikola,14,0.693271,2.244715,0.432600,0.736228,4,0.008616,0.016109,0.042720,0.023869,0.432600,0.024894,0.004677,0.015411,0.303628,0.010956,0.112062,0.004460
fightm_d_b,10,0.693068,2.256288,0.364351,0.657352,4,0.006792,0.016371,0.104011,0.018914,0.364351,0.008650,0.003686,0.002834,0.293001,0.004058,0.173816,0.003516
judelambertusa,180,0.693060,2.214565,0.478528,0.673521,8,0.020845,0.009532,0.023513,0.018246,0.194993,0.029918,0.011050,0.009416,0.478528,0.006077,0.191854,0.006029
portmela,1,0.692387,2.191364,0.389411,0.663693,10,0.013023,0.012618,0.026238,0.017968,0.229823,0.009613,0.007069,0.005434,0.274282,0.007780,0.389411,0.006742
kolradskiy_zhuk,12,0.692268,2.253421,0.421180,0.734875,4,0.010739,0.010405,0.028299,0.020436,0.421180,0.026233,0.005829,0.004481,0.313695,0.043679,0.109466,0.005559
specialaffair,103,0.691807,2.170925,0.338721,0.610879,4,0.005804,0.009575,0.272159,0.009951,0.338721,0.005178,0.005217,0.004672,0.270926,0.005264,0.069641,0.002892
sindyblossom,1,0.691763,2.264590,0.389969,0.653968,8,0.009218,0.106124,0.018653,0.012724,0.173378,0.006804,0.005003,0.003846,0.389969,0.005507,0.264000,0.004772
tessyelmore,9,0.691662,2.257896,0.365936,0.665958,8,0.008623,0.008355,0.066546,0.021167,0.300022,0.006365,0.018139,0.003598,0.365936,0.005152,0.191632,0.004464
chicagodailynew,105,0.690440,2.276980,0.384749,0.693545,4,0.013359,0.010802,0.109046,0.035553,0.384749,0.006338,0.006615,0.002672,0.308795,0.007519,0.111237,0.003315
kelvin_chambers,9,0.690150,2.249195,0.392287,0.690015,4,0.037757,0.007825,0.019176,0.011145,0.392287,0.014334,0.019723,0.010434,0.297728,0.004825,0.180584,0.004181
cornellburchet,26,0.690140,2.237356,0.385382,0.704115,8,0.007842,0.023614,0.026649,0.016689,0.318734,0.005789,0.024132,0.011434,0.385382,0.005555,0.168962,0.005218
globalfoe,1,0.689704,2.271410,0.370487,0.682364,8,0.010209,0.009891,0.020568,0.014085,0.156752,0.084947,0.005541,0.004260,0.370487,0.006099,0.311876,0.005285
dontshootcom,10,0.689472,2.252456,0.443379,0.698295,8,0.016482,0.007766,0.025128,0.027965,0.254917,0.005916,0.004351,0.019259,0.443379,0.019773,0.163897,0.011168
patriotraphael,187,0.688485,2.257762,0.468098,0.664617,8,0.018551,0.010445,0.037994,0.013567,0.196518,0.030428,0.016765,0.008302,0.468098,0.006403,0.188439,0.004488
kimberleighlamb,1,0.688473,2.197030,0.352256,0.677409,4,0.013024,0.012619,0.026240,0.017970,0.352256,0.009614,0.007069,0.005435,0.216096,0.007781,0.325153,0.006742
patriot_archive,2,0.687970,2.311446,0.412963,0.647150,4,0.008313,0.046030,0.016891,0.011478,0.412963,0.075051,0.004512,0.003469,0.234187,0.004967,0.177835,0.004303
cannonsher,45,0.687798,2.265670,0.387841,0.683914,4,0.019167,0.018259,0.043728,0.019160,0.387841,0.007814,0.009555,0.006596,0.296074,0.005572,0.181016,0.005221
puddin_leto,1,0.687751,2.266189,0.385824,0.627544,10,0.185849,0.008136,0.016918,0.011623,0.126307,0.006198,0.004558,0.003504,0.241720,0.005017,0.385824,0.004347
imaswerve,9,0.687472,2.287903,0.386487,0.631917,4,0.008620,0.005529,0.057193,0.007878,0.386487,0.004212,0.003097,0.008615,0.245429,0.065454,0.204531,0.002954
milwaukeevoice,1,0.687189,2.158736,0.330235,0.643577,10,0.011450,0.011095,0.023070,0.015820,0.262773,0.008452,0.006215,0.004778,0.313342,0.006841,0.330235,0.005928
queennarielle,12,0.687123,2.293521,0.377153,0.672262,4,0.015208,0.009160,0.039558,0.016468,0.377153,0.048614,0.003953,0.008025,0.295108,0.004979,0.178630,0.003143
antonhayhay,38,0.686533,2.267864,0.411888,0.705257,4,0.014033,0.027720,0.034382,0.008294,0.411888,0.017519,0.012825,0.003245,0.293369,0.010812,0.155216,0.010698
russilanrogov,10,0.686463,2.293570,0.395842,0.713898,4,0.007414,0.007184,0.047698,0.010235,0.395842,0.035580,0.004025,0.003094,0.318056,0.080985,0.086050,0.003838
gloed_up,96,0.686106,2.211494,0.414958,0.651590,8,0.011228,0.010668,0.022581,0.018546,0.235058,0.007198,0.015119,0.007387,0.414958,0.014040,0.236632,0.006587
atlanta_online,63,0.685180,2.292787,0.435258,0.702191,4,0.013494,0.015338,0.103052,0.025645,0.435258,0.008212,0.008958,0.005890,0.266933,0.008080,0.099873,0.009268
bigboyjasiah,40,0.684945,2.249080,0.389036,0.695502,4,0.008989,0.012899,0.034525,0.015833,0.389036,0.016337,0.004328,0.012040,0.306466,0.013075,0.177814,0.008658
iris0_o,1,0.684587,2.245723,0.413409,0.656927,8,0.015103,0.014634,0.030751,0.020838,0.219255,0.011149,0.008198,0.006302,0.413409,0.009023,0.243518,0.007819
ericarutter,5,0.684506,2.292014,0.390509,0.661711,10,0.035249,0.038259,0.022200,0.015203,0.196384,0.008132,0.005980,0.004597,0.271201,0.006582,0.390509,0.005703
viborisova,6,0.684383,2.298001,0.361532,0.692675,4,0.009667,0.009366,0.037360,0.013351,0.361532,0.007136,0.005247,0.004034,0.331143,0.091753,0.124406,0.005004
marianeuberg1,12,0.684336,2.247570,0.545879,0.689671,9,0.080902,0.012135,0.025257,0.005897,0.143792,0.019914,0.005330,0.001761,0.085579,0.545879,0.045204,0.028351
_nickluna_,240,0.683639,2.250780,0.468529,0.712890,8,0.019650,0.016829,0.025259,0.016479,0.244361,0.023055,0.012642,0.011259,0.468529,0.009865,0.144742,0.007330
