user_id,post_count,gini_coefficient,shannon_entropy,top1_ratio,top2_ratio,dominant_topic,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
pamela_moore13,38,0.858304,0.661418,0.915145,0.938122,0,0.540538,0.000961,0.010012,0.007156,0.001606,0.013572,0.007169,0.000867,0.003367,0.003490,0.001920
4ever1937,2,0.857883,0.716501,0.902012,0.944536,0,0.575348,0.000994,0.008114,0.007554,0.001644,0.027124,0.006586,0.000885,0.003255,0.003805,0.002542
kencannone,12,0.857873,0.886494,0.833618,0.960134,0,0.566100,0.000616,0.004015,0.004539,0.000940,0.009814,0.003420,0.000535,0.001792,0.085916,0.001401
usa_gunslinger,22,0.857768,0.664847,0.914693,0.937055,0,0.583532,0.001055,0.010900,0.007930,0.001752,0.014266,0.008137,0.000955,0.003493,0.003836,0.002099
blackmattersus,22,0.857407,0.677079,0.912267,0.937040,0,0.605856,0.000906,0.009004,0.010636,0.001481,0.016453,0.007055,0.000844,0.005791,0.004240,0.001855
bigboyjasiah,14,0.857303,0.692750,0.908578,0.941553,0,0.513340,0.000896,0.007358,0.007283,0.001428,0.018630,0.005823,0.000806,0.003645,0.003729,0.002053
wokefromday1,10,0.857282,0.682862,0.910999,0.939159,0,0.481439,0.000762,0.007501,0.006815,0.001247,0.014882,0.005736,0.000701,0.004483,0.003298,0.001608
joachimbuchwitz,1,0.857234,0.821156,0.854595,0.964935,1,0.110340,0.854595,0.005430,0.004313,0.005455,0.006558,0.003989,0.002367,0.001996,0.002287,0.002670
iiddaamarks,14,0.857171,0.692480,0.908772,0.941522,0,0.572086,0.001048,0.008384,0.007939,0.001673,0.020617,0.006534,0.000941,0.003821,0.004018,0.002454
samirgooden,13,0.856885,0.700406,0.907050,0.941437,0,0.497106,0.000872,0.007142,0.007076,0.001392,0.018846,0.005617,0.000783,0.003601,0.003567,0.002047
missourinewsus,10,0.856683,0.674139,0.913358,0.938029,0,0.724254,0.001452,0.012705,0.009674,0.002407,0.019563,0.009369,0.001300,0.004274,0.004795,0.003165
zzzacharyzzz,14,0.856466,0.702926,0.906814,0.941008,0,0.621053,0.001149,0.009168,0.008691,0.001853,0.023419,0.007247,0.001025,0.004092,0.004396,0.002780
regieblackmon,14,0.856223,0.699543,0.908082,0.937273,0,0.440150,0.000755,0.007641,0.006400,0.001237,0.014149,0.005932,0.000685,0.002996,0.003122,0.001635
dannythehappies,19,0.855823,0.870380,0.854482,0.948170,0,0.612839,0.000690,0.005686,0.067194,0.001084,0.012237,0.005398,0.000658,0.002683,0.007500,0.001237
4mysquad,12,0.855289,0.684426,0.911578,0.934229,0,0.603553,0.000946,0.010772,0.008625,0.001565,0.014997,0.007764,0.000892,0.007181,0.004022,0.001779
redlanews,15,0.855024,0.696881,0.909385,0.934079,0,0.503002,0.000929,0.009861,0.007285,0.001559,0.013659,0.007113,0.000838,0.003486,0.003537,0.001853
jani_s_jac,19,0.854500,0.707875,0.907209,0.934548,0,0.612765,0.001038,0.010215,0.010505,0.001683,0.018466,0.007726,0.000966,0.004836,0.005195,0.002046
razvedchica_,5,0.854461,0.718338,0.904842,0.937343,0,0.518256,0.001006,0.008580,0.007504,0.001675,0.018616,0.006816,0.000887,0.003185,0.003765,0.002470
priceforpierce,69,0.854459,0.765256,0.893970,0.934193,0,0.566268,0.000936,0.025479,0.008337,0.001548,0.012952,0.007757,0.000891,0.003519,0.004066,0.001678
tessyelmore,9,0.854254,0.730703,0.902123,0.929592,0,0.549018,0.000700,0.006348,0.011537,0.001125,0.016718,0.005422,0.000657,0.004117,0.011479,0.001464
dontshootcom,8,0.853846,0.698127,0.909236,0.932673,0,0.594175,0.000862,0.009382,0.010668,0.001414,0.015316,0.006936,0.000818,0.005924,0.006363,0.001628
hellieedwards,14,0.853558,0.906133,0.830695,0.959510,0,0.547785,0.000818,0.005602,0.005960,0.001265,0.084944,0.004759,0.000706,0.002415,0.003276,0.001900
lagonehoe,12,0.853407,0.946222,0.819705,0.953393,0,0.542031,0.000608,0.005061,0.088401,0.000968,0.013103,0.003958,0.000553,0.002639,0.002550,0.001379
bigboysneed,10,0.853216,0.809480,0.880768,0.941609,0,0.389924,0.000657,0.006101,0.005736,0.001077,0.026935,0.004782,0.000605,0.002587,0.002831,0.001475
worldnewspoli,5,0.852538,0.717477,0.906335,0.933873,0,0.448233,0.000969,0.008133,0.006686,0.001563,0.013620,0.005791,0.000873,0.003356,0.003344,0.001989
edmundrjr,1,0.852478,0.768942,0.893679,0.937539,0,0.798184,0.001519,0.013098,0.011938,0.002496,0.039173,0.010330,0.001412,0.005520,0.005800,0.003676
alexharritonov,7,0.852400,0.747458,0.899238,0.936537,0,0.519912,0.001054,0.008440,0.007755,0.001730,0.021565,0.006756,0.000931,0.003425,0.003927,0.002675
jamie_mccarthy_,22,0.852366,0.715444,0.906373,0.927227,0,0.565943,0.000946,0.011546,0.011313,0.001571,0.013021,0.008314,0.000924,0.003856,0.005373,0.001597
watchmewalkin,14,0.852339,0.743875,0.900605,0.931817,0,0.590381,0.001023,0.009645,0.011657,0.001656,0.020461,0.007440,0.000954,0.004488,0.005805,0.002027
cynthiamhunter,19,0.852066,0.849197,0.871214,0.937992,0,0.713381,0.001270,0.054680,0.009093,0.002109,0.016762,0.009329,0.001158,0.004144,0.004427,0.002482
detroitdailynew,20,0.851537,0.923519,0.841008,0.945098,0,0.440234,0.000690,0.005370,0.054487,0.001133,0.010819,0.004006,0.000613,0.002236,0.002242,0.001631
margarethkurz,25,0.851298,0.887486,0.838109,0.960858,1,0.122478,0.836259,0.006048,0.004785,0.006156,0.007267,0.004433,0.002678,0.002217,0.002533,0.002939
briys_valera,1,0.851281,0.743477,0.901036,0.934926,0,0.283814,0.000612,0.004732,0.004268,0.000993,0.010675,0.003507,0.000545,0.002238,0.002132,0.001470
lgbtuni,2,0.851178,0.749336,0.899828,0.934134,0,0.498454,0.001075,0.008545,0.007697,0.001762,0.019003,0.006719,0.000949,0.003266,0.003895,0.002578
houstontopnews,11,0.850998,0.737548,0.902707,0.933345,0,0.305790,0.000675,0.005437,0.004569,0.001101,0.010379,0.004002,0.000595,0.002333,0.002298,0.001568
errivvvvers,10,0.850970,0.770442,0.894725,0.934792,0,0.456190,0.000900,0.007514,0.007354,0.001464,0.020429,0.006059,0.000808,0.003288,0.003707,0.002153
jaydaastonishin,14,0.850853,0.926207,0.834128,0.952050,0,0.612655,0.000925,0.008741,0.007265,0.001504,0.086612,0.006414,0.000852,0.004120,0.003547,0.001852
mrmoraan,10,0.850852,0.779975,0.892268,0.935390,0,0.549963,0.001066,0.008948,0.008861,0.001720,0.026579,0.007152,0.000972,0.004167,0.004436,0.002501
reachitdoit,1,0.850777,0.704762,0.909811,0.933447,0,0.610750,0.001677,0.010644,0.008372,0.002605,0.015866,0.007924,0.001393,0.004184,0.004387,0.003490
taisiaavdeeva,7,0.850657,0.756204,0.898555,0.933441,0,0.541975,0.001151,0.009560,0.008224,0.001922,0.021042,0.007653,0.001009,0.003532,0.004140,0.002956
ttsvetkov,3,0.850615,0.763305,0.896785,0.934248,0,0.531823,0.001111,0.009009,0.008236,0.001841,0.022217,0.007176,0.000978,0.003613,0.004152,0.002878
luke_jones13,9,0.850611,0.740076,0.902458,0.929136,0,0.418370,0.000871,0.008813,0.006574,0.001443,0.012367,0.006268,0.000788,0.003190,0.003208,0.001697
dallastopnews,12,0.850541,0.730991,0.904496,0.931650,0,0.459766,0.001008,0.008504,0.006714,0.001646,0.013803,0.006071,0.000912,0.004431,0.003265,0.002193
laurabaeley,63,0.850454,0.849451,0.873939,0.933844,0,0.588563,0.000972,0.040344,0.009113,0.001615,0.013256,0.008628,0.000929,0.003926,0.004414,0.001700
darknally,8,0.850435,0.737150,0.903240,0.930287,0,0.296614,0.000668,0.005966,0.004588,0.001102,0.008882,0.004178,0.000603,0.002199,0.002263,0.001327
jassscott,11,0.850333,0.772603,0.894879,0.932762,0,0.421754,0.000823,0.007458,0.006933,0.001339,0.017854,0.005776,0.000747,0.003354,0.003446,0.001813
internalmemer,9,0.850319,0.771862,0.894998,0.933065,0,0.438975,0.000859,0.007346,0.007487,0.001369,0.018671,0.005798,0.000778,0.003527,0.003810,0.001857
darrell_h_hunt,1,0.850297,0.738155,0.903070,0.930343,0,0.617160,0.001419,0.012271,0.009494,0.002346,0.018638,0.009079,0.001295,0.004048,0.004665,0.002987
imaswerve,5,0.850275,0.772046,0.894904,0.933625,0,0.310189,0.000616,0.005243,0.005071,0.000995,0.013421,0.004048,0.000558,0.002520,0.002540,0.001416
march_for_trump,19,0.850235,0.745856,0.901364,0.931517,0,0.422878,0.000922,0.007781,0.006620,0.001483,0.014146,0.005755,0.000829,0.003525,0.003295,0.001917
stepansazono,3,0.850215,0.759572,0.898189,0.931608,0,0.515979,0.001066,0.009545,0.008104,0.001797,0.019198,0.007739,0.000932,0.003421,0.004071,0.002615
mrclydepratt,27,0.850211,0.874096,0.862974,0.941181,0,0.579758,0.000918,0.008333,0.009843,0.001461,0.052541,0.006821,0.000887,0.004676,0.004931,0.001644
onlinememphis,11,0.850114,0.749010,0.900613,0.932643,0,0.311179,0.000691,0.005497,0.004780,0.001129,0.011067,0.004154,0.000612,0.002381,0.002402,0.001627
jarrardnorman,16,0.850059,0.779523,0.893596,0.923500,0,0.619536,0.001116,0.008668,0.020732,0.001748,0.019644,0.007732,0.001015,0.003826,0.007005,0.002284
chernenkonikola,5,0.850018,0.751956,0.899981,0.932174,0,0.673163,0.001518,0.012484,0.009901,0.002551,0.024080,0.009863,0.001327,0.004194,0.004977,0.003918
nj_blacknews,9,0.849920,0.739140,0.902735,0.928874,0,0.558760,0.001016,0.010631,0.008644,0.001673,0.016179,0.007644,0.000952,0.007379,0.004054,0.002031
eliasbrick,13,0.849886,0.777573,0.893838,0.933185,0,0.409653,0.000818,0.006861,0.006861,0.001314,0.018033,0.005459,0.000737,0.003215,0.003485,0.001871
erdollum666,4,0.849878,0.902883,0.834143,0.959905,1,0.125762,0.834143,0.006207,0.004911,0.006313,0.007460,0.004549,0.002761,0.002277,0.002599,0.003018
erofeenkoanton,6,0.849635,0.774743,0.894983,0.931281,0,0.448189,0.000903,0.008192,0.007426,0.001496,0.018177,0.006582,0.000802,0.003179,0.003713,0.002121
realten_gop,17,0.849408,0.764239,0.897758,0.928796,0,0.503083,0.001028,0.010292,0.008234,0.001702,0.017393,0.007638,0.000928,0.003909,0.004039,0.002131
jery_robertsyo,18,0.849408,0.774804,0.895017,0.931481,0,0.407533,0.000813,0.007226,0.006866,0.001319,0.016603,0.005647,0.000742,0.003388,0.003387,0.001810
marianeuberg1,8,0.849346,0.908656,0.832650,0.959541,1,0.126891,0.832650,0.006265,0.004959,0.006369,0.007530,0.004593,0.002776,0.002298,0.002625,0.003044
patriot_archive,2,0.849340,0.746234,0.901751,0.931804,0,0.154999,0.000374,0.002836,0.002278,0.000606,0.005166,0.002040,0.000334,0.001271,0.001134,0.000850
boryabuchin,5,0.849130,0.781888,0.893373,0.932559,0,0.407130,0.000866,0.007044,0.006601,0.001426,0.017858,0.005668,0.000764,0.002845,0.003341,0.002179
_sashalapin,5,0.849071,0.781559,0.893553,0.932059,0,0.329825,0.000692,0.005688,0.005517,0.001124,0.014213,0.004562,0.000614,0.002430,0.002816,0.001635
vasilichvasili,7,0.849050,0.774854,0.895162,0.932352,0,0.450182,0.000996,0.007910,0.007092,0.001640,0.018703,0.006290,0.000878,0.003081,0.003590,0.002543
youjustctrlc,12,0.848997,0.782608,0.893368,0.931892,0,0.539896,0.001125,0.009546,0.008882,0.001821,0.023281,0.007446,0.001012,0.004246,0.004465,0.002618
maksblaginin,2,0.848928,0.785311,0.892878,0.930735,0,0.320849,0.000636,0.005780,0.005502,0.001048,0.013603,0.004721,0.000561,0.002352,0.002755,0.001534
emileewaren,48,0.848841,0.857935,0.873737,0.930308,0,0.566815,0.001013,0.036699,0.008657,0.001690,0.014412,0.008702,0.000957,0.003887,0.004032,0.001862
acejinev,14,0.848756,0.796936,0.889677,0.932983,0,0.455353,0.000918,0.007597,0.007665,0.001479,0.022165,0.006003,0.000832,0.003829,0.003843,0.002134
blacktivists,11,0.848657,0.749732,0.900602,0.925899,0,0.628890,0.000966,0.009779,0.013674,0.001565,0.017665,0.007912,0.000917,0.007562,0.007617,0.001753
johnieboycooks,6,0.848539,0.794358,0.890628,0.932433,0,0.433644,0.000915,0.007494,0.007152,0.001474,0.020355,0.005858,0.000828,0.003446,0.003588,0.002144
gvardeykalena,6,0.848442,0.776233,0.895339,0.931190,0,0.418790,0.000958,0.007583,0.006649,0.001569,0.016769,0.005946,0.000835,0.002933,0.003374,0.002338
southlonestar,35,0.848369,0.764929,0.898189,0.925544,0,0.493505,0.001015,0.011229,0.007984,0.001703,0.015030,0.008052,0.000920,0.004116,0.003851,0.002040
brentmcclure275,6,0.848310,0.804904,0.888274,0.931661,0,0.493601,0.001024,0.009018,0.008171,0.001666,0.024109,0.007012,0.000938,0.003786,0.004052,0.002309
pamblmdaniels,17,0.848016,0.802673,0.889537,0.927995,0,0.483492,0.000881,0.007947,0.010456,0.001418,0.020903,0.006415,0.000813,0.004089,0.005251,0.001868
trayneshacole,27,0.847920,0.757309,0.899568,0.925903,0,0.634580,0.001069,0.011093,0.012431,0.001727,0.018578,0.008565,0.001011,0.007375,0.007059,0.001940
liljordamn,15,0.847913,0.967483,0.817252,0.953364,0,0.521310,0.000799,0.006665,0.006634,0.001284,0.086823,0.005257,0.000728,0.003219,0.003323,0.001839
instotus,2,0.847862,0.790692,0.892678,0.924073,0,0.409887,0.000812,0.010288,0.006778,0.001378,0.014415,0.006963,0.000751,0.003053,0.003204,0.001636
jeffreykahunas,63,0.847737,0.853480,0.876697,0.926547,0,0.637685,0.001113,0.036259,0.012188,0.001861,0.015771,0.010074,0.001051,0.004435,0.004889,0.002046
todaynycity,19,0.847727,0.770930,0.897182,0.928759,0,0.304499,0.000663,0.005731,0.004959,0.001082,0.010717,0.004181,0.000601,0.003088,0.002425,0.001449
iris0_o,1,0.847242,0.795104,0.891686,0.929230,0,0.357452,0.000765,0.006668,0.005975,0.001299,0.015050,0.005427,0.000665,0.002575,0.003002,0.001993
chrisuport_port,9,0.847236,0.991870,0.741036,0.979349,1,0.228656,0.711006,0.003193,0.002477,0.002680,0.004017,0.002315,0.001184,0.001191,0.001294,0.001463
cliftonhughes_,6,0.847212,1.012403,0.743311,0.974729,0,0.584152,0.000537,0.004306,0.004508,0.000865,0.181867,0.003482,0.000490,0.002090,0.002267,0.001315
cookiiieeessss,8,0.847182,1.000840,0.712544,0.983823,0,0.342372,0.000206,0.001787,0.001699,0.000345,0.130348,0.001430,0.000185,0.000762,0.000840,0.000519
sergeev_tolik,7,0.847146,0.798743,0.890846,0.929575,0,0.355108,0.000785,0.006573,0.005977,0.001289,0.015438,0.005224,0.000696,0.002618,0.003011,0.001900
baltimore0nline,25,0.847126,0.772787,0.896855,0.920853,0,0.433134,0.000827,0.011590,0.007101,0.001374,0.011500,0.007083,0.000787,0.004781,0.003240,0.001532
finnaglo,8,0.847103,0.804980,0.889444,0.928664,0,0.357152,0.000741,0.006853,0.006217,0.001221,0.015749,0.005323,0.000669,0.002858,0.003056,0.001706
sovetnikstatski,6,0.846975,0.791785,0.892535,0.930086,0,0.422686,0.000990,0.007732,0.006767,0.001636,0.017783,0.006158,0.000869,0.002936,0.003424,0.002600
arkadii_trofim,3,0.846910,0.800861,0.890490,0.928994,0,0.306296,0.000648,0.005558,0.005369,0.001066,0.013244,0.004501,0.000567,0.002403,0.002735,0.001576
mmmdarya,1,0.846881,0.782717,0.894743,0.929783,0,0.513521,0.001262,0.009625,0.007886,0.002096,0.020111,0.007589,0.001109,0.003381,0.003981,0.003369
devinedevinbr,7,0.846815,1.038213,0.758103,0.963990,0,0.541108,0.000550,0.005295,0.004130,0.000909,0.009278,0.146955,0.000487,0.001772,0.002071,0.001212
policestateme,1,0.846639,0.830486,0.882850,0.930380,0,0.503283,0.001002,0.008823,0.009034,0.001638,0.027095,0.007279,0.000901,0.004074,0.004538,0.002399
ramonasnails,14,0.846489,0.798825,0.891369,0.927529,0,0.451469,0.000933,0.008538,0.007870,0.001507,0.018315,0.006485,0.000855,0.004651,0.003875,0.001993
kenzdonovan,16,0.846394,0.883137,0.869263,0.926819,0,0.620515,0.001228,0.041085,0.009303,0.002032,0.017756,0.009622,0.001123,0.004248,0.004519,0.002408
mil0blake,77,0.846343,0.876843,0.871421,0.924602,0,0.586900,0.001020,0.035818,0.014147,0.001696,0.013684,0.009024,0.000969,0.003874,0.004535,0.001829
inst_vets,3,0.846320,0.795252,0.892508,0.923705,0,0.284952,0.000584,0.006269,0.005200,0.000993,0.009960,0.004918,0.000522,0.002112,0.002480,0.001280
patriototus,15,0.846304,0.778309,0.896279,0.921804,0,0.528535,0.001197,0.013241,0.008735,0.002002,0.015052,0.009242,0.001088,0.004143,0.004171,0.002293
pati_cooper,6,0.846074,0.800733,0.891450,0.923592,0,0.495209,0.001067,0.011530,0.008569,0.001769,0.017855,0.008455,0.000959,0.003589,0.004170,0.002338
paulinett,43,0.846017,0.788304,0.893975,0.919691,0,0.566637,0.001085,0.013293,0.012686,0.001786,0.016300,0.009179,0.001036,0.005158,0.004741,0.001940
georevieweurope,1,0.845766,0.829390,0.883857,0.929822,0,0.400880,0.000853,0.006332,0.007636,0.001326,0.020848,0.005244,0.000752,0.003606,0.004064,0.002016
jeblary2016,24,0.845743,0.793985,0.893127,0.924400,0,0.493510,0.001066,0.009623,0.009754,0.001743,0.017280,0.007617,0.000966,0.003664,0.005086,0.002256
tebepizdec,1,0.845506,0.785399,0.895219,0.924994,0,0.593579,0.001497,0.012587,0.009752,0.002479,0.019742,0.009819,0.001306,0.004039,0.004937,0.003318
romangorolov,4,0.845493,0.804491,0.890717,0.926594,0,0.437070,0.001028,0.008811,0.007265,0.001720,0.017605,0.007043,0.000902,0.003027,0.003656,0.002566
prettylaraplace,21,0.845340,0.950594,0.846807,0.931537,0,0.578173,0.001052,0.010156,0.057851,0.001726,0.015370,0.007655,0.000964,0.003573,0.004187,0.002062
dorothiebell,52,0.845181,0.900378,0.865058,0.927076,0,0.625366,0.001199,0.044834,0.010326,0.002004,0.015932,0.010701,0.001137,0.004385,0.004866,0.002167
notballinyet,5,0.844976,0.826659,0.885252,0.928603,0,0.433623,0.000979,0.007829,0.007582,0.001603,0.021234,0.006245,0.000869,0.003573,0.003849,0.002444
hollandpatrickk,47,0.844831,0.780571,0.896206,0.920097,0,0.554811,0.001070,0.012556,0.010059,0.001767,0.014790,0.008873,0.001022,0.007367,0.004855,0.001896
garrettsimpson_,59,0.844598,0.925742,0.857355,0.927946,0,0.579825,0.001045,0.047740,0.009829,0.001755,0.014897,0.009423,0.000990,0.004094,0.004807,0.001891
elpasotopnews,4,0.844521,0.815620,0.888761,0.925272,0,0.332358,0.000771,0.006824,0.005738,0.001257,0.013653,0.005238,0.000681,0.002737,0.002891,0.001807
mideastview,2,0.844403,0.807164,0.890975,0.921270,0,0.296562,0.000681,0.006995,0.005076,0.001191,0.010084,0.005545,0.000594,0.002063,0.002493,0.001567
gwennythot,14,0.844356,0.827173,0.885739,0.926716,0,0.474895,0.001030,0.008757,0.008530,0.001645,0.021970,0.006870,0.000933,0.004918,0.004267,0.002342
brianaregland,20,0.844296,0.792704,0.893874,0.919710,0,0.606505,0.001172,0.011927,0.013666,0.001885,0.017530,0.009198,0.001126,0.005995,0.007524,0.001985
arturburanof,4,0.844063,0.818465,0.888449,0.923417,0,0.306705,0.000697,0.006543,0.005434,0.001176,0.012072,0.005254,0.000606,0.002291,0.002775,0.001661
nehemiahx,7,0.844038,0.833733,0.884447,0.925789,0,0.386079,0.000843,0.007453,0.007096,0.001357,0.018047,0.005855,0.000758,0.003492,0.003618,0.001922
jacquelinisbest,50,0.843952,0.914790,0.863135,0.908267,0,0.589611,0.000961,0.030830,0.008321,0.001603,0.013488,0.028140,0.000908,0.003576,0.003899,0.001768
johnievogue,5,0.843804,0.837336,0.883615,0.925842,0,0.263284,0.000556,0.004918,0.004949,0.000904,0.012582,0.003858,0.000507,0.002680,0.002449,0.001275
baobaeham,33,0.843734,0.931490,0.853899,0.932570,0,0.493366,0.000901,0.009175,0.008879,0.001455,0.045455,0.007048,0.000872,0.004797,0.004226,0.001607
todaypittsburgh,26,0.843601,0.802165,0.892489,0.919415,0,0.409616,0.000917,0.010077,0.007209,0.001512,0.012358,0.006721,0.000872,0.004577,0.003362,0.001739
donnabrivera,19,0.843533,0.961548,0.845203,0.930190,0,0.591497,0.001187,0.059476,0.008669,0.001949,0.016577,0.008838,0.001079,0.003965,0.004240,0.002352
jihadist2ndwife,8,0.843513,0.915004,0.862529,0.923195,0,0.596616,0.000932,0.009813,0.041963,0.001545,0.016187,0.008742,0.000870,0.003548,0.009723,0.001768
lysikvinkova,3,0.843361,0.870958,0.874684,0.927877,0,0.322103,0.000720,0.006104,0.005818,0.001193,0.019589,0.004935,0.000641,0.002473,0.002929,0.001747
christinapool61,5,0.843245,0.973065,0.815543,0.955400,1,0.131640,0.767622,0.006499,0.005144,0.006619,0.007812,0.004765,0.002870,0.002382,0.002724,0.003163
bleepthepolice,32,0.843158,0.802937,0.892003,0.918937,0,0.707936,0.001318,0.015071,0.014313,0.002163,0.021377,0.010751,0.001262,0.010580,0.006490,0.002387
aldrich420,9,0.843086,1.043662,0.799592,0.943051,0,0.632375,0.000708,0.006937,0.012425,0.001165,0.011829,0.006076,0.000657,0.113458,0.003771,0.001473
berkhoff85,8,0.843015,1.009547,0.789706,0.960114,1,0.162272,0.752002,0.005816,0.004725,0.004869,0.008751,0.004325,0.002153,0.002195,0.002475,0.002673
maymaymyy,6,0.842415,0.847961,0.882329,0.922485,0,0.266128,0.000581,0.005662,0.005070,0.000949,0.012112,0.004212,0.000536,0.002595,0.002464,0.001310
williams8kalvin,3,0.842389,0.858926,0.878631,0.927574,0,0.302240,0.000742,0.005311,0.005531,0.001199,0.016836,0.004267,0.000662,0.002355,0.002825,0.002021
queennarielle,9,0.842355,0.865842,0.877495,0.924370,0,0.410786,0.000897,0.008410,0.007666,0.001466,0.021944,0.006379,0.000829,0.004059,0.003728,0.001970
seattle_post,15,0.842143,0.811063,0.890994,0.915724,0,0.486257,0.001059,0.012944,0.008805,0.001754,0.013496,0.008451,0.001022,0.006061,0.004021,0.001876
peytoncashout,13,0.841936,0.907499,0.865138,0.927941,0,0.487808,0.001053,0.008898,0.009436,0.001721,0.035411,0.007313,0.000944,0.003995,0.004759,0.002510
chaneutral,2,0.841930,0.835014,0.885686,0.922692,0,0.222626,0.000510,0.004391,0.004138,0.000829,0.009302,0.003265,0.000467,0.002705,0.002018,0.001109
cannonsher,14,0.841556,1.042742,0.792756,0.949847,0,0.443767,0.000733,0.006344,0.006271,0.001184,0.087936,0.005020,0.000664,0.003043,0.003135,0.001682
melanymelanin,52,0.840987,0.957099,0.852860,0.921151,0,0.609031,0.001071,0.013251,0.048767,0.001759,0.016776,0.009209,0.001026,0.006574,0.004747,0.001893
randolphburrr,17,0.840950,1.046512,0.795157,0.947533,0,0.377805,0.000635,0.005775,0.005556,0.001026,0.072399,0.004514,0.000576,0.002675,0.002769,0.001402
ilikebigbuttand,22,0.840757,1.025906,0.825084,0.901144,0,0.607067,0.000795,0.006672,0.055962,0.001252,0.046813,0.005807,0.000736,0.002990,0.006090,0.001579
chesplayschess,10,0.840350,1.075614,0.790390,0.940840,0,0.559179,0.000931,0.008602,0.006957,0.001532,0.014510,0.106440,0.000838,0.003080,0.003468,0.001934
stanleyparris,17,0.840220,1.041898,0.803935,0.943521,0,0.428165,0.000766,0.007127,0.006547,0.001250,0.074342,0.005469,0.000693,0.003270,0.003250,0.001709
abigailssilk,6,0.840189,1.081349,0.719640,0.969273,0,0.508269,0.000560,0.003762,0.005738,0.000852,0.176311,0.003353,0.000494,0.001865,0.003870,0.001207
bgarner2107,22,0.840080,0.910311,0.867902,0.920072,0,0.616104,0.037034,0.006713,0.012099,0.001687,0.016285,0.005982,0.000938,0.003290,0.007868,0.001877
blacknewsoutlet,19,0.839724,0.840125,0.885545,0.915589,0,0.658236,0.001357,0.015288,0.012513,0.002228,0.022332,0.011003,0.001289,0.010734,0.005793,0.002540
aiden7757,17,0.839488,0.889596,0.874109,0.909193,0,0.591827,0.001165,0.009232,0.021660,0.001822,0.023754,0.008322,0.001082,0.004679,0.011253,0.002266
nataturn,7,0.839163,0.851193,0.883641,0.912661,0,0.456914,0.001094,0.012783,0.009028,0.001825,0.015006,0.008874,0.001028,0.004254,0.004200,0.002075
karenparker93,8,0.839149,1.063208,0.808639,0.931367,0,0.660062,0.001174,0.011236,0.100179,0.001927,0.019910,0.008806,0.001078,0.004082,0.005426,0.002384
fightm_d_b,7,0.839051,0.898036,0.871035,0.923514,0,0.397154,0.000973,0.007532,0.007707,0.001543,0.023928,0.006003,0.000879,0.003993,0.003873,0.002371
jon_underwood_,1,0.838382,1.121975,0.752567,0.948299,2,0.150069,0.000757,0.577001,0.007031,0.001380,0.008389,0.014158,0.000740,0.002911,0.003013,0.001263
ameliebaldwin,27,0.838271,0.937998,0.861750,0.915051,0,0.670010,0.001172,0.012837,0.015011,0.001934,0.017156,0.009515,0.001094,0.041442,0.005124,0.002204
blk_voice,20,0.838239,0.854767,0.883071,0.914518,0,0.630319,0.001372,0.014669,0.012201,0.002242,0.022446,0.010594,0.001292,0.010311,0.005713,0.002622
boriseleseev,5,0.838039,0.910801,0.870135,0.911608,0,0.412926,0.000956,0.013470,0.007541,0.001589,0.019681,0.008328,0.000858,0.003198,0.003725,0.002280
michellearry,84,0.838010,0.968820,0.852790,0.917563,0,0.570808,0.001186,0.043355,0.011663,0.001955,0.016348,0.010347,0.001140,0.004743,0.005753,0.002044
lazykstafford,83,0.837441,0.962309,0.855841,0.915077,0,0.576583,0.001188,0.039908,0.013186,0.001948,0.016446,0.009965,0.001152,0.004829,0.006495,0.002003
beckster319,17,0.837406,1.040129,0.818202,0.934071,0,0.571399,0.001155,0.009546,0.011319,0.001839,0.080918,0.007721,0.001055,0.004668,0.006290,0.002451
roscoe_riddle,1,0.837095,0.839451,0.887494,0.915366,0,0.200682,0.000665,0.005031,0.003505,0.001129,0.006302,0.003613,0.000612,0.001463,0.001719,0.001402
loragreeen,21,0.836861,1.092241,0.799628,0.890237,0,0.527748,0.000726,0.005812,0.052948,0.001146,0.059801,0.004434,0.000636,0.002238,0.002843,0.001661
wonderhann,4,0.836792,0.889575,0.876027,0.909910,0,0.371802,0.000862,0.010615,0.007991,0.001445,0.014380,0.007604,0.000813,0.003534,0.003743,0.001629
imapharrelfake,20,0.836728,0.898084,0.873764,0.915450,0,0.469575,0.001070,0.009572,0.010942,0.001722,0.022403,0.007781,0.000981,0.005162,0.005943,0.002266
kelvsok,1,0.836702,0.887770,0.876487,0.907286,0,0.337476,0.000795,0.010613,0.006569,0.001407,0.011859,0.007892,0.000699,0.002908,0.003145,0.001668
russilanrogov,6,0.836647,1.132182,0.731403,0.955001,0,0.548453,0.000608,0.005098,0.004630,0.167669,0.012933,0.004069,0.000541,0.002039,0.002336,0.001488
klara_sauber,21,0.836440,1.041544,0.796572,0.950735,1,0.153279,0.792007,0.007586,0.005992,0.007788,0.009090,0.005557,0.003361,0.002775,0.003171,0.003664
rightnpr,23,0.835717,1.054133,0.824233,0.920650,0,0.431750,0.000901,0.009719,0.006974,0.001512,0.013203,0.050505,0.000812,0.003228,0.003389,0.001825
gloed_up,34,0.835494,0.994638,0.847441,0.913696,0,0.525939,0.000995,0.010060,0.041119,0.001609,0.017757,0.007753,0.000946,0.006368,0.006253,0.001822
