user_id,post_count,gini_coefficient,shannon_entropy,top1_ratio,top2_ratio,dominant_topic,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14
ff66d0n,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.9592073559761047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ff8ehtb,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9513987302780151
ff91qj4,1,0.9333333333333333,0.0,1.0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9643224477767944,0.0,0.0,0.0,0.0,0.0,0.0
gklk4sq,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.9223498702049255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ffb6kmj,1,0.9333333333333333,0.0,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9831443428993225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gkljptk,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.8882232904434204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ffhfxx7,1,0.9333333333333333,0.0,1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9736419916152954,0.0,0.0,0.0,0.0
ffhga5k,1,0.9333333333333333,0.0,1.0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9312489032745361,0.0,0.0,0.0,0.0,0.0,0.0
ffj0725,1,0.9333333333333333,0.0,1.0,1.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9399657249450684,0.0,0.0,0.0
ffpugh0,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9076188802719116
ffujsa7,1,0.9333333333333333,0.0,1.0,1.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9553162455558777,0.0
fdocovt,1,0.9333333333333333,0.0,1.0,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.9717880487442017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fdkyhj7,1,0.9333333333333333,0.0,1.0,1.0,4,0.0,0.0,0.0,0.0,0.9505111575126648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fczcgxb,1,0.9333333333333333,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9319233894348145,0.0,0.0
fczcdvl,1,0.9333333333333333,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.887050449848175,0.0,0.0
gnivbp,1,0.9333333333333333,0.0,1.0,1.0,2,0.0,0.0,0.9220704436302185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fbwifye,1,0.9333333333333333,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9819937944412231,0.0,0.0
fbwiihb,1,0.9333333333333333,0.0,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9397728443145752,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fbwzf7o,1,0.9333333333333333,0.0,1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992371141910553,0.0,0.0,0.0,0.0
fbx3we9,1,0.9333333333333333,0.0,1.0,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.9388024210929871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fbx4hna,1,0.9333333333333333,0.0,1.0,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.9504019618034363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gmkvh00,1,0.9333333333333333,0.0,1.0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9586368203163147,0.0,0.0,0.0,0.0,0.0,0.0
fby6tz3,1,0.9333333333333333,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9707095623016357,0.0,0.0
fbyhrrk,1,0.9333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,0.906868577003479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fc2do3s,1,0.9333333333333333,0.0,1.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9516134858131409,0.0,0.0,0.0,0.0,0.0
fc6fbmr,1,0.9333333333333333,0.0,1.0,1.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9707497358322144,0.0,0.0,0.0
fctzz6b,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.9514794945716858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fcv5nuu,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.9870551228523254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fcv6xro,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.9326295852661133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fcv7643,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.9670802354812622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gmbz6vo,1,0.9333333333333333,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9073792695999146,0.0,0.0
fcvde53,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.9594650864601135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fcveid0,1,0.9333333333333333,0.0,1.0,1.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9399605989456177,0.0,0.0,0.0
fcvh7f4,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.9083511233329773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gmbxnea,1,0.9333333333333333,0.0,1.0,1.0,2,0.0,0.0,0.9623208045959473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fcwh6gd,1,0.9333333333333333,0.0,1.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8878210783004761,0.0,0.0,0.0,0.0,0.0
fcz994o,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.9670763611793518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fcz9z5x,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.9873738884925842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
el1s4uk,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772587418556213
gt9bjtf,1,0.9333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,0.9770729541778564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ekzjotk,1,0.9333333333333333,0.0,1.0,1.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9316394329071045,0.0
32i5bl,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.8875201940536499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2ow0jc,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.955604612827301
2pt5ee,1,0.9333333333333333,0.0,1.0,1.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9399559497833252,0.0,0.0,0.0
khzpug,1,0.9333333333333333,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9819924831390381,0.0,0.0
2rqx42,1,0.9333333333333333,0.0,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8868749141693115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kdfi7x,1,0.9333333333333333,0.0,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9872996211051941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2t5db3,1,0.9333333333333333,0.0,1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9722217321395874,0.0,0.0,0.0,0.0
2t5ddc,1,0.9333333333333333,0.0,1.0,1.0,0,0.966970682144165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2t5dq7,1,0.9333333333333333,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9215319156646729,0.0,0.0
2t5dxf,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.9670764207839966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2t5e5b,1,0.9333333333333333,0.0,1.0,1.0,2,0.0,0.0,0.9671691656112671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kd1mf5,1,0.9333333333333333,0.0,1.0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9804449677467346,0.0,0.0,0.0,0.0,0.0,0.0
2tfmeq,1,0.9333333333333333,0.0,1.0,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.8850166201591492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2thyu1,1,0.9333333333333333,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9073939323425293,0.0,0.0
k4ww49,1,0.9333333333333333,0.0,1.0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9392880201339722,0.0,0.0,0.0,0.0,0.0,0.0
2vg5dl,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.9648123979568481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2vxwha,1,0.9333333333333333,0.0,1.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9465418457984924,0.0,0.0,0.0,0.0,0.0
2w5nhr,1,0.9333333333333333,0.0,1.0,1.0,2,0.0,0.0,0.8877875804901123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2wusj5,1,0.9333333333333333,0.0,1.0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8859404921531677,0.0,0.0,0.0,0.0,0.0,0.0
2xfg1c,1,0.9333333333333333,0.0,1.0,1.0,4,0.0,0.0,0.0,0.0,0.9641116857528687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2y3ts4,1,0.9333333333333333,0.0,1.0,1.0,2,0.0,0.0,0.9691529870033264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jmopup,1,0.9333333333333333,0.0,1.0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9392927885055542,0.0,0.0,0.0,0.0,0.0,0.0
30h0xq,1,0.9333333333333333,0.0,1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9749260544776917,0.0,0.0,0.0,0.0
30poea,1,0.9333333333333333,0.0,1.0,1.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9513389468193054,0.0,0.0,0.0
2osew5,1,0.9333333333333333,0.0,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9213999509811401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2nkr5i,1,0.9333333333333333,0.0,1.0,1.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9688174724578857,0.0
2nf9kj,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.907627284526825
2ei5sm,1,0.9333333333333333,0.0,1.0,1.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9619126915931702,0.0
26azcx,1,0.9333333333333333,0.0,1.0,1.0,2,0.0,0.0,0.9220799803733826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26azrp,1,0.9333333333333333,0.0,1.0,1.0,2,0.0,0.0,0.90803462266922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26b2il,1,0.9333333333333333,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9398831129074097,0.0,0.0
26n9br,1,0.9333333333333333,0.0,1.0,1.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9316446185112,0.0
271xgx,1,0.9333333333333333,0.0,1.0,1.0,0,0.9319888949394226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279d2c,1,0.9333333333333333,0.0,1.0,1.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9399599432945251,0.0,0.0,0.0
28aabs,1,0.9333333333333333,0.0,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9317946434020996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28kqqr,1,0.9333333333333333,0.0,1.0,1.0,0,0.9074732661247253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29r0u2,1,0.9333333333333333,0.0,1.0,1.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9619130492210388,0.0
2dlzr4,1,0.9333333333333333,0.0,1.0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9392848610877991,0.0,0.0,0.0,0.0,0.0,0.0
2ewn3m,1,0.9333333333333333,0.0,1.0,1.0,0,0.9074931740760803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2mub28,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.9556752443313599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2fxinj,1,0.9333333333333333,0.0,1.0,1.0,2,0.0,0.0,0.9403003454208374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2i2p9g,1,0.9333333333333333,0.0,1.0,1.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8865787386894226,0.0
2i4lm3,1,0.9333333333333333,0.0,1.0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8859270215034485,0.0,0.0,0.0,0.0,0.0,0.0
2k6pho,1,0.9333333333333333,0.0,1.0,1.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9399482011795044,0.0,0.0,0.0
krl2zy,1,0.9333333333333333,0.0,1.0,1.0,2,0.0,0.0,0.994657039642334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2korl8,1,0.9333333333333333,0.0,1.0,1.0,0,0.9215795397758484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2l68hu,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.932202160358429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2lls6t,1,0.9333333333333333,0.0,1.0,1.0,2,0.0,0.0,0.9516180753707886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2maqdr,1,0.9333333333333333,0.0,1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9706418514251709,0.0,0.0,0.0,0.0
2mu29k,1,0.9333333333333333,0.0,1.0,1.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9748830795288086,0.0
31dtwr,1,0.9333333333333333,0.0,1.0,1.0,0,0.9462184906005859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32oo5h,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9320852756500244
bigdzp,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.9892328977584839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32rj6h,1,0.9333333333333333,0.0,1.0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9312430620193481,0.0,0.0,0.0,0.0,0.0,0.0
h4hd5qg,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8873421549797058
64jdcb,1,0.9333333333333333,0.0,1.0,1.0,4,0.0,0.0,0.0,0.0,0.9389384984970093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6x6okx,1,0.9333333333333333,0.0,1.0,1.0,0,0.946215808391571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6yqeqj,1,0.9333333333333333,0.0,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9213882088661194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h4hck0a,1,0.9333333333333333,0.0,1.0,1.0,4,0.0,0.0,0.0,0.0,0.982329249382019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7y6qy9,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9320831298828125
h4hbn6y,1,0.9333333333333333,0.0,1.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9783218502998352,0.0,0.0,0.0,0.0,0.0
8mtt5c,1,0.9333333333333333,0.0,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9214007258415222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h466mgq,1,0.9333333333333333,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.907401442527771,0.0,0.0
95r3jk,1,0.9333333333333333,0.0,1.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9724793434143066,0.0,0.0,0.0,0.0,0.0
a1mg80,1,0.9333333333333333,0.0,1.0,1.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9737400412559509,0.0,0.0,0.0
aalfnu,1,0.9333333333333333,0.0,1.0,1.0,0,0.9590721726417542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
afvif8,1,0.9333333333333333,0.0,1.0,1.0,0,0.993543267250061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h3zomfk,1,0.9333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,0.9315402507781982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ak5ziq,1,0.9333333333333333,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9707090854644775,0.0,0.0
ali10a,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.988044023513794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ali5am,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.988044023513794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apmakx,1,0.9333333333333333,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9942588806152344,0.0,0.0
at83m8,1,0.9333333333333333,0.0,1.0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9920795559883118,0.0,0.0,0.0,0.0,0.0,0.0
atpl34,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.9800873398780823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h3vvys0,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9217198491096497
azmxh6,1,0.9333333333333333,0.0,1.0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9586359858512878,0.0,0.0,0.0,0.0,0.0,0.0
b8jhk7,1,0.9333333333333333,0.0,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962562918663025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5zl34q,1,0.9333333333333333,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9398822784423828,0.0,0.0
5ttjf2,1,0.9333333333333333,0.0,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9884408712387085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5sls78,1,0.9333333333333333,0.0,1.0,1.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9462429881095886,0.0,0.0,0.0
40a305,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9556019902229309
i5gs97,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.9404982328414917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34lqmx,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.8875248432159424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3a6xxy,1,0.9333333333333333,0.0,1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9071656465530396,0.0,0.0,0.0,0.0
h8l2hc8,1,0.9333333333333333,0.0,1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9071841239929199,0.0,0.0,0.0,0.0
3glbfu,1,0.9333333333333333,0.0,1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9736426472663879,0.0,0.0,0.0,0.0
3gu8ox,1,0.9333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,0.9780470132827759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3n3zcu,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.8881956338882446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3shzzk,1,0.9333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,0.9210799336433411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3vegy9,1,0.9333333333333333,0.0,1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9589388966560364,0.0,0.0,0.0,0.0
3z9e5h,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9707791209220886
49401t,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.8875223398208618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5p4pt4,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.9401242733001709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4gw6ip,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.907611608505249
4nir8v,1,0.9333333333333333,0.0,1.0,1.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962672591209412,0.0,0.0,0.0
h4hepe1,1,0.9333333333333333,0.0,1.0,1.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9316455721855164,0.0
4y5l1m,1,0.9333333333333333,0.0,1.0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8859248161315918,0.0,0.0,0.0,0.0,0.0,0.0
4zzueh,1,0.9333333333333333,0.0,1.0,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.9057280421257019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51isrw,1,0.9333333333333333,0.0,1.0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992426335811615,0.0,0.0,0.0,0.0,0.0,0.0
561f0e,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.946726381778717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58kz8q,1,0.9333333333333333,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9319143891334534,0.0,0.0
5ncq53,1,0.9333333333333333,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9319123029708862,0.0,0.0
